reference,year,month,day,smart_meter_kwh,noise_db
58 greyloch terr,2023,3,26,24.7,
58 greyloch terr,2023,3,27,25.2,45.6
58 greyloch terr,2023,3,28,28.6,
58 greyloch terr,2023,3,29,27.2,49.7
58 greyloch terr,2023,3,30,24.4,47.0
58 greyloch terr,2023,3,31,27.1,41.3
U0952650,2023,1,1,33.1,
U0952650,2023,1,2,28.1,32.8
U0952650,2023,1,3,27.6,40.7
U0952650,2023,1,4,30.4,48.7
U0952650,2023,1,5,28.5,42.9
U0952650,2023,1,6,28.5,42.1
U0952650,2023,1,7,30.2,56.7
U0952650,2023,1,8,30.1,41.6
U0952650,2023,1,9,30.0,46.4
U0952650,2023,1,10,28.9,49.4
U0952650,2023,1,11,25.9,46.6
U0952650,2023,1,12,26.5,50.1
U0952650,2023,1,13,29.8,38.0
U0952650,2023,1,14,30.0,37.6
U0952650,2023,1,15,27.4,
U0952650,2023,1,16,26.7,46.7
U0952650,2023,1,17,32.0,39.2
U0952650,2023,1,18,33.0,45.6
U0952650,2023,1,19,25.8,42.8
U0952650,2023,1,20,27.3,48.3
U0952650,2023,1,21,27.1,50.4
U0952650,2023,1,22,29.0,43.3
U0952650,2023,1,23,30.3,39.9
U0952650,2023,1,24,30.9,46.0
U0952650,2023,1,25,31.1,44.2
U0952650,2023,1,26,30.8,41.8
U0952650,2023,1,27,29.3,47.7
U0952650,2023,1,28,32.5,45.3
U0952650,2023,1,29,32.5,42.1
U0952650,2023,1,30,21.8,39.9
U0952650,2023,1,31,30.0,49.7
U0952650,2023,2,1,27.9,45.3
U0952650,2023,2,2,28.8,44.5
U0952650,2023,2,3,30.7,50.8
U0952650,2023,2,4,30.1,43.2
U0952650,2023,2,5,28.3,44.2
U0952650,2023,2,6,28.4,39.7
U0952650,2023,2,7,,43.6
U0952650,2023,2,8,25.1,38.1
U0952650,2023,2,9,25.7,33.1
U0952650,2023,2,10,32.3,48.6
U0952650,2023,2,11,27.8,35.4
U0952650,2023,2,12,26.4,57.8
U0952650,2023,2,13,28.8,36.5
U0952650,2023,2,14,27.5,41.3
U0952650,2023,2,15,29.2,48.3
U0952650,2023,2,16,28.0,51.8
U0952650,2023,2,17,27.0,40.2
U0952650,2023,2,18,31.1,36.9
U0952650,2023,2,19,26.4,45.4
U0952650,2023,2,20,28.9,44.6
U0952650,2023,2,21,29.9,46.4
U0952650,2023,2,22,27.9,36.5
U0952650,2023,2,23,25.0,38.2
U0952650,2023,2,24,24.6,40.3
U0952650,2023,2,25,30.8,51.5
U0952650,2023,2,26,24.2,42.7
U0952650,2023,2,27,27.1,39.0
U0952650,2023,2,28,31.6,40.9
U0952650,2023,3,1,24.1,39.6
U0952650,2023,3,2,29.6,
U0952650,2023,3,3,25.0,36.4
U0952650,2023,3,4,23.6,55.0
U0952650,2023,3,5,24.7,48.5
U0952650,2023,3,6,25.9,40.0
U0952650,2023,3,7,25.4,40.3
U0952650,2023,3,8,25.2,42.3
U0952650,2023,3,9,25.1,34.8
U0952650,2023,3,10,26.1,44.4
U0952650,2023,3,11,25.5,45.2
U0952650,2023,3,12,29.3,49.0
U0952650,2023,3,13,22.9,
U0952650,2023,3,14,,
U0952650,2023,3,15,25.4,42.5
U0952650,2023,3,16,29.3,41.7
U0952650,2023,3,17,24.8,49.6
U0952650,2023,3,18,27.5,47.0
U0952650,2023,3,19,27.1,50.7
U0952650,2023,3,20,30.1,41.0
U0952650,2023,3,21,27.5,45.7
U0952650,2023,3,22,29.7,43.6
U0952650,2023,3,23,26.1,38.2
U0952650,2023,3,24,23.6,41.2
U0952650,2023,3,25,28.0,51.3
U0952650,2023,3,26,26.3,48.8
U0952650,2023,3,27,25.2,44.7
U0952650,2023,3,28,27.2,35.8
U0952650,2023,3,29,25.2,40.7
U0952650,2023,3,30,23.8,
U0952650,2023,3,31,26.4,
U1258816,2023,1,1,32.5,43.8
U1258816,2023,1,2,28.8,40.1
U1258816,2023,1,3,27.4,41.9
U1258816,2023,1,4,26.0,42.3
U1258816,2023,1,5,28.2,40.4
U1258816,2023,1,6,32.7,44.7
U1258816,2023,1,7,28.4,45.3
U1258816,2023,1,8,28.0,54.1
U1258816,2023,1,9,28.7,41.7
U1258816,2023,1,10,28.0,39.6
U1258816,2023,1,11,30.2,40.2
U1258816,2023,1,12,30.3,41.7
U1258816,2023,1,13,26.5,45.1
U1258816,2023,1,14,27.6,45.1
U1258816,2023,1,15,24.9,
U1258816,2023,1,16,30.5,45.3
U1258816,2023,1,17,33.4,38.7
U1258816,2023,1,18,25.9,41.8
U1258816,2023,1,19,28.1,35.3
U1258816,2023,1,20,27.7,45.4
U1258816,2023,1,21,26.5,40.6
U1258816,2023,1,22,30.7,52.1
U1258816,2023,1,23,29.7,45.4
U1258816,2023,1,24,27.4,32.4
U1258816,2023,1,25,30.5,52.2
U1258816,2023,1,26,26.8,45.9
U1258816,2023,1,27,28.0,43.4
U1258816,2023,1,28,29.8,47.8
U1258816,2023,1,29,28.7,52.1
U1258816,2023,1,30,26.6,44.2
U1258816,2023,1,31,27.0,39.4
U1258816,2023,2,1,,39.5
U1258816,2023,2,2,29.7,50.0
U1258816,2023,2,3,29.2,45.4
U1258816,2023,2,4,31.2,42.3
U1258816,2023,2,5,,44.4
U1258816,2023,2,6,25.4,40.9
U1258816,2023,2,7,23.8,40.1
U1258816,2023,2,8,29.9,42.0
U1258816,2023,2,9,27.4,39.3
U1258816,2023,2,10,28.2,48.4
U1258816,2023,2,11,28.8,54.1
U1258816,2023,2,12,29.7,38.9
U1258816,2023,2,13,29.7,49.4
U1258816,2023,2,14,24.7,46.7
U1258816,2023,2,15,27.3,48.6
U1258816,2023,2,16,29.8,34.1
U1258816,2023,2,17,27.4,42.9
U1258816,2023,2,18,24.5,35.9
U1258816,2023,2,19,24.3,48.4
U1258816,2023,2,20,27.6,34.8
U1258816,2023,2,21,29.7,36.1
U1258816,2023,2,22,28.3,36.6
U1258816,2023,2,23,28.0,51.3
U1258816,2023,2,24,26.1,48.4
U1258816,2023,2,25,28.4,
U1258816,2023,2,26,30.3,47.2
U1258816,2023,2,27,28.6,51.0
U1258816,2023,2,28,28.9,57.7
U1258816,2023,3,1,30.2,44.4
U1258816,2023,3,2,24.6,
U1258816,2023,3,3,31.3,38.2
U1258816,2023,3,4,24.4,51.4
U1258816,2023,3,5,23.4,47.5
U1258816,2023,3,6,29.0,48.4
U1258816,2023,3,7,23.6,29.7
U1258816,2023,3,8,28.5,49.9
U1258816,2023,3,9,23.0,34.8
U1258816,2023,3,10,28.6,34.1
U1258816,2023,3,11,26.3,51.9
U1258816,2023,3,12,26.3,44.6
U1258816,2023,3,13,27.9,42.0
U1258816,2023,3,14,23.6,41.9
U1258816,2023,3,15,24.5,46.5
U1258816,2023,3,16,27.3,
U1258816,2023,3,17,28.9,41.8
U1258816,2023,3,18,26.2,53.6
U1258816,2023,3,19,28.5,42.4
U1258816,2023,3,20,21.2,44.3
U1258816,2023,3,21,26.2,47.0
U1258816,2023,3,22,25.5,34.7
U1258816,2023,3,23,24.9,48.8
U1258816,2023,3,24,30.2,38.3
U1258816,2023,3,25,25.4,43.5
U1258816,2023,3,26,25.3,44.3
U1258816,2023,3,27,26.2,39.7
U1258816,2023,3,28,22.8,36.5
U1258816,2023,3,29,25.4,42.3
U1258816,2023,3,30,28.2,51.0
U1258816,2023,3,31,25.8,40.9
U96274511,2023,1,1,30.5,47.3
U96274511,2023,1,2,27.8,46.4
U96274511,2023,1,3,32.7,41.9
U96274511,2023,1,4,31.2,50.5
U96274511,2023,1,5,27.8,45.5
U96274511,2023,1,6,28.2,35.0
U96274511,2023,1,7,28.6,39.2
U96274511,2023,1,8,26.8,42.0
U96274511,2023,1,9,27.6,29.2
U96274511,2023,1,10,30.2,
U96274511,2023,1,11,28.2,44.3
U96274511,2023,1,12,29.4,39.2
U96274511,2023,1,13,29.3,50.9
U96274511,2023,1,14,26.3,54.1
U96274511,2023,1,15,29.1,45.2
U96274511,2023,1,16,25.0,50.7
U96274511,2023,1,17,29.3,39.4
U96274511,2023,1,18,28.6,43.5
U96274511,2023,1,19,24.8,38.8
U96274511,2023,1,20,,40.5
U96274511,2023,1,21,28.6,49.6
U96274511,2023,1,22,28.2,49.7
U96274511,2023,1,23,30.8,37.7
U96274511,2023,1,24,32.1,32.4
U96274511,2023,1,25,26.5,46.7
U96274511,2023,1,26,27.7,43.2
U96274511,2023,1,27,28.2,40.7
U96274511,2023,1,28,31.0,51.1
U96274511,2023,1,29,34.0,45.1
U96274511,2023,1,30,28.0,52.6
U96274511,2023,1,31,24.4,31.7
U96274511,2023,2,1,27.0,32.7
U96274511,2023,2,2,27.3,42.6
U96274511,2023,2,3,27.3,41.6
U96274511,2023,2,4,29.8,43.4
U96274511,2023,2,5,28.5,50.9
U96274511,2023,2,6,25.6,57.6
U96274511,2023,2,7,21.2,33.9
U96274511,2023,2,8,26.6,53.4
U96274511,2023,2,9,,50.0
U96274511,2023,2,10,25.4,45.8
U96274511,2023,2,11,29.0,47.7
U96274511,2023,2,12,29.1,44.6
U96274511,2023,2,13,26.5,43.1
U96274511,2023,2,14,28.5,55.3
U96274511,2023,2,15,28.8,46.6
U96274511,2023,2,16,29.4,43.3
U96274511,2023,2,17,29.7,48.7
U96274511,2023,2,18,28.1,47.5
U96274511,2023,2,19,27.0,
U96274511,2023,2,20,28.4,42.0
U96274511,2023,2,21,27.1,37.5
U96274511,2023,2,22,28.0,51.9
U96274511,2023,2,23,24.9,46.1
U96274511,2023,2,24,30.5,37.7
U96274511,2023,2,25,25.4,38.5
U96274511,2023,2,26,27.9,44.4
U96274511,2023,2,27,29.8,
U96274511,2023,2,28,32.6,43.2
U96274511,2023,3,1,29.8,40.7
U96274511,2023,3,2,24.3,36.9
U96274511,2023,3,3,29.9,40.7
U96274511,2023,3,4,28.7,45.8
U96274511,2023,3,5,26.0,50.8
U96274511,2023,3,6,25.5,39.0
U96274511,2023,3,7,28.1,54.7
U96274511,2023,3,8,24.1,46.2
U96274511,2023,3,9,24.2,33.5
U96274511,2023,3,10,,47.8
U96274511,2023,3,11,24.9,50.8
U96274511,2023,3,12,26.5,40.6
U96274511,2023,3,13,27.5,39.7
U96274511,2023,3,14,28.3,48.9
U96274511,2023,3,15,22.7,36.5
U96274511,2023,3,16,26.6,42.2
U96274511,2023,3,17,24.2,
U96274511,2023,3,18,24.7,48.5
U96274511,2023,3,19,25.3,38.4
U96274511,2023,3,20,27.2,43.4
U96274511,2023,3,21,35.1,42.1
U96274511,2023,3,22,25.7,44.5
U96274511,2023,3,23,28.7,39.1
U96274511,2023,3,24,,38.7
U96274511,2023,3,25,29.5,46.1
U96274511,2023,3,26,29.1,
U96274511,2023,3,27,26.4,54.2
U96274511,2023,3,28,28.6,53.4
U96274511,2023,3,29,25.0,48.0
U96274511,2023,3,30,28.7,47.1
U96274511,2023,3,31,28.4,42.9
U032503,2023,1,1,30.6,59.2
U032503,2023,1,2,31.0,39.3
U032503,2023,1,3,25.6,37.9
U032503,2023,1,4,24.4,46.5
U032503,2023,1,5,30.0,44.4
U032503,2023,1,6,30.4,49.0
U032503,2023,1,7,31.7,45.9
U032503,2023,1,8,32.2,45.9
U032503,2023,1,9,23.9,
U032503,2023,1,10,25.4,46.6
U032503,2023,1,11,28.2,35.6
U032503,2023,1,12,27.3,38.7
U032503,2023,1,13,29.7,32.9
U032503,2023,1,14,28.0,44.5
U032503,2023,1,15,29.1,55.9
U032503,2023,1,16,28.4,38.6
U032503,2023,1,17,29.6,35.6
U032503,2023,1,18,27.8,41.1
U032503,2023,1,19,30.6,53.9
U032503,2023,1,20,29.6,49.9
U032503,2023,1,21,28.8,46.7
U032503,2023,1,22,23.2,46.0
U032503,2023,1,23,25.8,39.5
U032503,2023,1,24,27.3,38.9
U032503,2023,1,25,26.4,43.4
U032503,2023,1,26,31.0,38.5
U032503,2023,1,27,,43.1
U032503,2023,1,28,28.3,53.3
U032503,2023,1,29,25.6,46.3
U032503,2023,1,30,29.7,49.3
U032503,2023,1,31,21.1,39.0
U032503,2023,2,1,28.0,36.8
U032503,2023,2,2,26.7,39.0
U032503,2023,2,3,29.6,44.0
U032503,2023,2,4,29.7,41.4
U032503,2023,2,5,28.8,46.0
U032503,2023,2,6,29.5,41.2
U032503,2023,2,7,31.3,37.2
U032503,2023,2,8,32.7,44.9
U032503,2023,2,9,27.4,44.6
U032503,2023,2,10,32.9,49.1
U032503,2023,2,11,28.7,46.1
U032503,2023,2,12,,38.1
U032503,2023,2,13,25.8,43.9
U032503,2023,2,14,25.6,38.7
U032503,2023,2,15,28.7,
U032503,2023,2,16,26.4,38.2
U032503,2023,2,17,28.3,47.8
U032503,2023,2,18,30.8,50.5
U032503,2023,2,19,29.2,48.4
U032503,2023,2,20,25.6,37.7
U032503,2023,2,21,26.9,38.6
U032503,2023,2,22,31.5,47.0
U032503,2023,2,23,32.3,37.0
U032503,2023,2,24,33.0,48.2
U032503,2023,2,25,28.1,41.1
U032503,2023,2,26,29.0,47.7
U032503,2023,2,27,29.4,43.5
U032503,2023,2,28,30.8,37.1
U032503,2023,3,1,25.9,50.8
U032503,2023,3,2,30.7,48.5
U032503,2023,3,3,25.6,44.9
U032503,2023,3,4,31.3,50.1
U032503,2023,3,5,25.9,41.0
U032503,2023,3,6,27.1,37.9
U032503,2023,3,7,19.9,45.9
U032503,2023,3,8,25.0,32.2
U032503,2023,3,9,30.0,
U032503,2023,3,10,29.3,41.7
U032503,2023,3,11,27.1,49.5
U032503,2023,3,12,27.9,49.4
U032503,2023,3,13,29.8,42.6
U032503,2023,3,14,27.3,47.4
U032503,2023,3,15,25.1,
U032503,2023,3,16,31.1,41.3
U032503,2023,3,17,24.9,46.3
U032503,2023,3,18,26.9,54.9
U032503,2023,3,19,26.9,45.8
U032503,2023,3,20,30.2,37.1
U032503,2023,3,21,26.8,42.8
U032503,2023,3,22,27.0,44.4
U032503,2023,3,23,27.8,39.5
U032503,2023,3,24,29.2,47.4
U032503,2023,3,25,28.2,51.1
U032503,2023,3,26,27.2,50.3
U032503,2023,3,27,28.0,38.1
U032503,2023,3,28,21.0,36.4
U032503,2023,3,29,23.9,39.2
U032503,2023,3,30,30.6,49.9
U032503,2023,3,31,28.0,44.8
greyloch terrace 171,2023,1,1,27.9,50.3
greyloch terrace 171,2023,1,2,26.6,39.5
greyloch terrace 171,2023,1,3,24.8,48.2
greyloch terrace 171,2023,1,4,28.3,37.4
greyloch terrace 171,2023,1,5,27.8,
greyloch terrace 171,2023,1,6,28.0,50.7
greyloch terrace 171,2023,1,7,32.8,
greyloch terrace 171,2023,1,8,33.2,56.4
greyloch terrace 171,2023,1,9,33.3,38.7
greyloch terrace 171,2023,1,10,28.9,
greyloch terrace 171,2023,1,11,30.2,33.7
greyloch terrace 171,2023,1,12,31.9,49.4
greyloch terrace 171,2023,1,13,25.3,35.7
greyloch terrace 171,2023,1,14,30.9,
greyloch terrace 171,2023,1,15,31.6,48.9
greyloch terrace 171,2023,1,16,28.2,
greyloch terrace 171,2023,1,17,27.8,48.4
greyloch terrace 171,2023,1,18,27.7,53.3
greyloch terrace 171,2023,1,19,26.8,50.5
greyloch terrace 171,2023,1,20,31.5,49.7
greyloch terrace 171,2023,1,21,28.6,48.9
greyloch terrace 171,2023,1,22,26.1,52.2
greyloch terrace 171,2023,1,23,,47.4
greyloch terrace 171,2023,1,24,32.1,46.0
greyloch terrace 171,2023,1,25,29.7,49.4
greyloch terrace 171,2023,1,26,27.6,41.1
greyloch terrace 171,2023,1,27,28.4,
greyloch terrace 171,2023,1,28,,43.9
greyloch terrace 171,2023,1,29,27.1,43.5
greyloch terrace 171,2023,1,30,24.8,42.9
greyloch terrace 171,2023,1,31,28.0,42.7
greyloch terrace 171,2023,2,1,29.4,37.6
greyloch terrace 171,2023,2,2,29.1,47.1
greyloch terrace 171,2023,2,3,33.7,
greyloch terrace 171,2023,2,4,28.6,49.3
greyloch terrace 171,2023,2,5,32.6,36.7
greyloch terrace 171,2023,2,6,27.6,39.7
greyloch terrace 171,2023,2,7,27.3,48.2
greyloch terrace 171,2023,2,8,,37.8
greyloch terrace 171,2023,2,9,27.2,44.9
greyloch terrace 171,2023,2,10,24.5,41.0
greyloch terrace 171,2023,2,11,29.1,46.9
greyloch terrace 171,2023,2,12,,50.5
greyloch terrace 171,2023,2,13,29.3,42.0
greyloch terrace 171,2023,2,14,27.2,43.0
greyloch terrace 171,2023,2,15,28.9,
greyloch terrace 171,2023,2,16,29.7,57.3
greyloch terrace 171,2023,2,17,28.4,31.7
greyloch terrace 171,2023,2,18,26.4,43.7
greyloch terrace 171,2023,2,19,27.7,46.3
greyloch terrace 171,2023,2,20,27.6,50.6
greyloch terrace 171,2023,2,21,30.5,44.0
greyloch terrace 171,2023,2,22,28.2,43.7
greyloch terrace 171,2023,2,23,28.7,35.8
greyloch terrace 171,2023,2,24,28.7,43.4
greyloch terrace 171,2023,2,25,26.5,49.1
greyloch terrace 171,2023,2,26,26.5,49.7
greyloch terrace 171,2023,2,27,25.7,
greyloch terrace 171,2023,2,28,26.7,41.5
greyloch terrace 171,2023,3,1,28.7,46.4
greyloch terrace 171,2023,3,2,25.3,
greyloch terrace 171,2023,3,3,29.4,42.2
greyloch terrace 171,2023,3,4,26.6,37.9
greyloch terrace 171,2023,3,5,25.0,42.5
greyloch terrace 171,2023,3,6,23.3,31.8
greyloch terrace 171,2023,3,7,24.6,44.8
greyloch terrace 171,2023,3,8,23.6,39.1
greyloch terrace 171,2023,3,9,21.8,44.3
greyloch terrace 171,2023,3,10,29.8,39.4
greyloch terrace 171,2023,3,11,28.2,43.8
greyloch terrace 171,2023,3,12,23.1,40.2
greyloch terrace 171,2023,3,13,27.4,34.9
greyloch terrace 171,2023,3,14,27.9,45.5
greyloch terrace 171,2023,3,15,26.5,
greyloch terrace 171,2023,3,16,27.0,43.3
greyloch terrace 171,2023,3,17,27.5,42.1
greyloch terrace 171,2023,3,18,26.7,50.3
greyloch terrace 171,2023,3,19,28.3,44.9
greyloch terrace 171,2023,3,20,29.6,43.0
greyloch terrace 171,2023,3,21,23.8,43.4
greyloch terrace 171,2023,3,22,28.9,45.9
greyloch terrace 171,2023,3,23,27.8,41.9
greyloch terrace 171,2023,3,24,22.6,39.7
greyloch terrace 171,2023,3,25,27.2,44.0
greyloch terrace 171,2023,3,26,26.9,52.8
greyloch terrace 171,2023,3,27,25.2,38.9
greyloch terrace 171,2023,3,28,31.6,48.7
greyloch terrace 171,2023,3,29,30.9,46.0
greyloch terrace 171,2023,3,30,25.8,32.9
greyloch terrace 171,2023,3,31,24.8,55.4
U538935,2023,1,1,28.8,
U538935,2023,1,2,28.5,37.4
U538935,2023,1,3,26.3,49.6
U538935,2023,1,4,27.3,43.6
U538935,2023,1,5,28.7,34.6
U538935,2023,1,6,31.2,36.0
U538935,2023,1,7,27.6,48.9
U538935,2023,1,8,32.6,41.7
U538935,2023,1,9,28.5,
U538935,2023,1,10,30.6,45.4
U538935,2023,1,11,28.8,39.5
U538935,2023,1,12,22.9,46.7
U538935,2023,1,13,23.5,50.5
U538935,2023,1,14,28.0,
U538935,2023,1,15,30.0,57.1
U538935,2023,1,16,29.0,40.9
U538935,2023,1,17,29.0,38.4
U538935,2023,1,18,31.3,
U538935,2023,1,19,25.8,50.9
U538935,2023,1,20,,44.1
U538935,2023,1,21,28.4,43.9
U538935,2023,1,22,27.5,41.1
U538935,2023,1,23,27.7,43.7
U538935,2023,1,24,32.5,54.4
U538935,2023,1,25,26.9,38.0
U538935,2023,1,26,24.9,39.1
U538935,2023,1,27,30.5,41.5
U538935,2023,1,28,32.9,47.7
U538935,2023,1,29,26.6,46.4
U538935,2023,1,30,27.8,46.2
U538935,2023,1,31,24.5,50.5
U538935,2023,2,1,26.2,46.3
U538935,2023,2,2,28.6,41.7
U538935,2023,2,3,34.7,43.5
U538935,2023,2,4,30.2,
U538935,2023,2,5,33.8,49.1
U538935,2023,2,6,25.2,51.0
U538935,2023,2,7,29.8,36.9
U538935,2023,2,8,26.5,39.5
U538935,2023,2,9,29.5,43.0
U538935,2023,2,10,24.3,46.8
U538935,2023,2,11,28.1,53.1
U538935,2023,2,12,30.8,36.9
U538935,2023,2,13,28.0,45.0
U538935,2023,2,14,33.4,37.3
U538935,2023,2,15,27.7,39.1
U538935,2023,2,16,29.9,36.5
U538935,2023,2,17,27.3,48.6
U538935,2023,2,18,32.0,41.1
U538935,2023,2,19,,52.9
U538935,2023,2,20,25.5,39.6
U538935,2023,2,21,29.3,44.5
U538935,2023,2,22,25.3,40.2
U538935,2023,2,23,25.1,
U538935,2023,2,24,27.5,43.8
U538935,2023,2,25,25.5,42.1
U538935,2023,2,26,30.8,45.7
U538935,2023,2,27,27.3,38.1
U538935,2023,2,28,34.0,44.0
U538935,2023,3,1,26.3,46.9
U538935,2023,3,2,26.2,44.3
U538935,2023,3,3,26.0,50.1
U538935,2023,3,4,25.3,51.8
U538935,2023,3,5,27.5,
U538935,2023,3,6,24.5,37.7
U538935,2023,3,7,27.4,48.1
U538935,2023,3,8,25.8,38.5
U538935,2023,3,9,27.1,32.9
U538935,2023,3,10,25.2,
U538935,2023,3,11,28.0,38.3
U538935,2023,3,12,25.9,40.4
U538935,2023,3,13,22.0,50.6
U538935,2023,3,14,27.9,50.4
U538935,2023,3,15,25.4,41.1
U538935,2023,3,16,23.2,47.1
U538935,2023,3,17,23.0,39.1
U538935,2023,3,18,26.6,41.8
U538935,2023,3,19,27.4,54.6
U538935,2023,3,20,25.3,51.3
U538935,2023,3,21,30.4,31.1
U538935,2023,3,22,29.2,36.4
U538935,2023,3,23,28.6,41.4
U538935,2023,3,24,28.8,38.5
U538935,2023,3,25,29.0,40.5
U538935,2023,3,26,25.2,46.3
U538935,2023,3,27,23.5,41.4
U538935,2023,3,28,27.0,41.2
U538935,2023,3,29,31.8,42.6
U538935,2023,3,30,24.1,47.7
U538935,2023,3,31,26.2,38.2
U73008163,2023,1,1,25.4,
U73008163,2023,1,2,29.3,41.8
U73008163,2023,1,3,26.7,49.6
U73008163,2023,1,4,26.2,38.9
U73008163,2023,1,5,33.2,31.9
U73008163,2023,1,6,26.1,37.2
U73008163,2023,1,7,27.4,43.6
U73008163,2023,1,8,30.4,53.3
U73008163,2023,1,9,24.2,49.4
U73008163,2023,1,10,26.9,43.1
U73008163,2023,1,11,30.6,44.1
U73008163,2023,1,12,33.8,43.4
U73008163,2023,1,13,24.1,45.3
U73008163,2023,1,14,26.7,48.2
U73008163,2023,1,15,23.3,44.8
U73008163,2023,1,16,28.9,34.1
U73008163,2023,1,17,31.8,36.2
U73008163,2023,1,18,29.5,35.9
U73008163,2023,1,19,30.9,51.1
U73008163,2023,1,20,27.0,
U73008163,2023,1,21,27.2,45.9
U73008163,2023,1,22,32.0,
U73008163,2023,1,23,27.0,
U73008163,2023,1,24,29.5,42.3
U73008163,2023,1,25,31.6,45.9
U73008163,2023,1,26,30.2,38.0
U73008163,2023,1,27,28.6,50.8
U73008163,2023,1,28,26.6,40.6
U73008163,2023,1,29,26.8,45.9
U73008163,2023,1,30,28.9,
U73008163,2023,1,31,26.2,44.8
U73008163,2023,2,1,,47.6
U73008163,2023,2,2,25.6,34.3
U73008163,2023,2,3,29.1,36.2
U73008163,2023,2,4,27.8,42.5
U73008163,2023,2,5,28.5,41.4
U73008163,2023,2,6,20.2,37.5
U73008163,2023,2,7,27.1,43.2
U73008163,2023,2,8,29.9,45.8
U73008163,2023,2,9,27.4,41.2
U73008163,2023,2,10,29.8,44.0
U73008163,2023,2,11,26.7,49.3
U73008163,2023,2,12,26.7,49.1
U73008163,2023,2,13,25.6,38.7
U73008163,2023,2,14,26.6,39.7
U73008163,2023,2,15,25.0,45.3
U73008163,2023,2,16,23.9,48.9
U73008163,2023,2,17,31.3,45.5
U73008163,2023,2,18,30.9,46.4
U73008163,2023,2,19,24.0,
U73008163,2023,2,20,33.3,39.7
U73008163,2023,2,21,29.5,47.5
U73008163,2023,2,22,29.7,40.4
U73008163,2023,2,23,27.0,39.4
U73008163,2023,2,24,23.3,52.0
U73008163,2023,2,25,28.9,52.0
U73008163,2023,2,26,28.5,
U73008163,2023,2,27,28.8,38.0
U73008163,2023,2,28,27.8,40.3
U73008163,2023,3,1,24.1,51.7
U73008163,2023,3,2,29.7,46.0
U73008163,2023,3,3,28.1,
U73008163,2023,3,4,27.9,44.3
U73008163,2023,3,5,25.8,54.9
U73008163,2023,3,6,26.4,43.7
U73008163,2023,3,7,28.3,47.8
U73008163,2023,3,8,29.1,42.7
U73008163,2023,3,9,28.3,47.1
U73008163,2023,3,10,27.7,42.5
U73008163,2023,3,11,,
U73008163,2023,3,12,27.8,50.4
U73008163,2023,3,13,26.7,42.7
U73008163,2023,3,14,26.8,49.3
U73008163,2023,3,15,26.3,42.7
U73008163,2023,3,16,25.2,43.3
U73008163,2023,3,17,30.3,46.9
U73008163,2023,3,18,26.4,43.9
U73008163,2023,3,19,25.3,40.6
U73008163,2023,3,20,29.7,38.3
U73008163,2023,3,21,27.6,38.7
U73008163,2023,3,22,20.6,
U73008163,2023,3,23,25.9,52.1
U73008163,2023,3,24,24.0,45.4
U73008163,2023,3,25,26.2,42.1
U73008163,2023,3,26,22.9,51.6
U73008163,2023,3,27,28.7,41.4
U73008163,2023,3,28,24.0,44.5
U73008163,2023,3,29,25.5,40.0
U73008163,2023,3,30,26.1,
U73008163,2023,3,31,24.9,38.7
U732940,2023,1,1,32.0,45.7
U732940,2023,1,2,31.0,46.2
U732940,2023,1,3,28.1,40.3
U732940,2023,1,4,26.3,47.4
U732940,2023,1,5,28.0,36.7
U732940,2023,1,6,25.0,38.7
U732940,2023,1,7,28.3,40.1
U732940,2023,1,8,26.9,42.1
U732940,2023,1,9,30.4,45.5
U732940,2023,1,10,29.1,32.7
U732940,2023,1,11,30.3,
U732940,2023,1,12,34.1,
U732940,2023,1,13,29.2,42.5
U732940,2023,1,14,32.6,42.3
U732940,2023,1,15,29.8,50.2
U732940,2023,1,16,30.7,38.6
U732940,2023,1,17,27.2,36.5
U732940,2023,1,18,30.8,44.5
U732940,2023,1,19,26.4,46.5
U732940,2023,1,20,30.1,
U732940,2023,1,21,29.5,41.2
U732940,2023,1,22,30.1,43.0
U732940,2023,1,23,29.5,40.1
U732940,2023,1,24,25.9,49.6
U732940,2023,1,25,26.9,40.6
U732940,2023,1,26,30.2,43.8
U732940,2023,1,27,27.8,
U732940,2023,1,28,31.0,40.6
U732940,2023,1,29,24.4,
U732940,2023,1,30,,48.2
U732940,2023,1,31,31.3,43.8
U732940,2023,2,1,29.8,39.5
U732940,2023,2,2,33.3,49.0
U732940,2023,2,3,,40.2
U732940,2023,2,4,26.9,47.9
U732940,2023,2,5,29.0,52.4
U732940,2023,2,6,31.1,41.2
U732940,2023,2,7,30.4,39.1
U732940,2023,2,8,29.2,49.0
U732940,2023,2,9,28.0,41.8
U732940,2023,2,10,26.0,43.1
U732940,2023,2,11,25.9,
U732940,2023,2,12,28.0,48.1
U732940,2023,2,13,31.7,49.4
U732940,2023,2,14,27.8,42.1
U732940,2023,2,15,31.3,43.5
U732940,2023,2,16,26.0,53.9
U732940,2023,2,17,29.6,
U732940,2023,2,18,28.2,44.2
U732940,2023,2,19,31.1,46.4
U732940,2023,2,20,26.4,37.1
U732940,2023,2,21,29.2,45.4
U732940,2023,2,22,28.2,46.6
U732940,2023,2,23,31.5,39.6
U732940,2023,2,24,33.6,42.3
U732940,2023,2,25,29.9,56.0
U732940,2023,2,26,28.9,52.2
U732940,2023,2,27,34.0,49.1
U732940,2023,2,28,28.5,37.8
U732940,2023,3,1,27.0,
U732940,2023,3,2,26.3,
U732940,2023,3,3,27.5,43.7
U732940,2023,3,4,27.3,46.8
